series_id,baseline_rmsse,global_rmsse,tft_rmsse,tft_vs_global_gain,best_model,tft_beats_global
FOODS_3_109_WI_3,1.280399812215257,0.9975276164629852,0.8071093148598697,0.19041830160311546,TFT,True
FOODS_3_120_CA_1,1.6544420449616262,1.5413072924773044,1.084049955276337,0.4572573372009674,TFT,True
FOODS_3_120_CA_3,1.9723574034714653,2.588616805651653,0.8916390047240623,1.6969778009275907,TFT,True
FOODS_3_120_TX_3,3.981039219132217,1.9267458659892616,2.3782003072233087,-0.4514544412340471,Global,False
FOODS_3_120_WI_2,1.6449578679767995,0.9318275784201576,0.9228022793631737,0.009025299056983904,TFT,True
FOODS_3_120_WI_3,2.17055431757205,0.9828288793918478,1.009916662418311,-0.027087783026463086,Global,False
FOODS_3_133_CA_3,1.143155692811867,0.7783899482990624,0.8938445834604364,-0.115454635161374,Global,False
FOODS_3_134_WI_2,0.9243313765159226,0.49302896834499,0.7797291662856967,-0.28670019794070667,Global,False
FOODS_3_136_TX_1,1.0723287986596308,0.6339138649853147,0.6798443203267681,-0.04593045534145346,Global,False
FOODS_3_150_CA_3,1.302189205469228,0.2666754472206482,0.3026908539810568,-0.0360154067604086,Global,False
FOODS_3_150_TX_1,1.490125982491732,0.3481221563980626,0.38549416311247675,-0.03737200671441415,Global,False
FOODS_3_150_TX_2,1.2068568156662107,0.2422240794456184,0.35125060281406234,-0.10902652336844393,Global,False
FOODS_3_150_WI_2,1.9016464575796912,0.8195474463316538,1.0236026840047907,-0.20405523767313694,Global,False
FOODS_3_150_WI_3,0.9884387708419716,0.3040952583924078,0.35848439528635934,-0.05438913689395153,Global,False
FOODS_3_154_TX_3,1.0937249955847177,0.3608323876361475,0.42577874158759965,-0.06494635395145215,Global,False
FOODS_3_154_WI_2,1.1310344317082477,1.1085734307518966,0.8112259027178206,0.29734752803407605,TFT,True
FOODS_3_154_WI_3,0.8222033070148262,0.4428148156383535,0.4087218044636508,0.0340930111747027,TFT,True
FOODS_3_202_CA_1,1.2864700327973473,0.6801511839583095,0.8171134491265454,-0.13696226516823584,Global,False
FOODS_3_202_CA_2,1.5906007841178968,1.1545571207435463,1.7276874120354637,-0.5731302912919174,Global,False
FOODS_3_202_CA_3,0.8965219317343083,0.6308212981164308,0.46275678371423956,0.16806451440219128,TFT,True
FOODS_3_202_CA_4,1.2816421094026689,0.7708894102218264,1.1430817965473254,-0.372192386325499,Global,False
FOODS_3_202_TX_1,1.4380885104874086,0.7683174192110482,0.9890490638538856,-0.22073164464283734,Global,False
FOODS_3_202_TX_2,1.4816028392767269,0.8177889184504694,1.0226197121718443,-0.20483079372137492,Global,False
FOODS_3_202_TX_3,1.3150871469780452,0.7998381204503044,0.9909051470674065,-0.19106702661710206,Global,False
FOODS_3_202_WI_3,1.3341332735419058,0.7070611035115444,0.9757973936924726,-0.26873629018092826,Global,False
FOODS_3_226_CA_3,1.366971677071794,0.622631219521295,0.6474292277267312,-0.024798008205436206,Global,False
FOODS_3_226_TX_1,1.6645221590482038,0.980385933215246,0.8940678757196114,0.08631805749563459,TFT,True
FOODS_3_226_TX_2,1.5638158795082435,0.864933953542866,0.8598066701313043,0.005127283411561656,TFT,True
FOODS_3_226_TX_3,1.877995753352303,1.1271934676933018,1.1125669294499103,0.01462653824339144,TFT,True
FOODS_3_226_WI_1,1.7196251400572151,0.8351292999605622,0.9856755373778213,-0.15054623741725914,Global,False
FOODS_3_226_WI_2,1.5801664209748183,0.7163879961330906,0.7702243420884156,-0.05383634595532505,Global,False
FOODS_3_226_WI_3,0.9633343662616304,0.7451446283460081,0.7828881354760274,-0.03774350713001928,Global,False
FOODS_3_227_TX_2,1.5847364926556928,0.6879177283159299,0.8811462348693357,-0.19322850655340584,Global,False
FOODS_3_228_CA_1,0.9780621731852664,0.5840045275735111,0.6993453632236167,-0.11534083565010567,Global,False
FOODS_3_228_CA_2,1.3980386000580225,0.7619818873029608,0.8059248077808465,-0.04394292047788573,Global,False
FOODS_3_228_CA_3,1.09742533197732,0.7199036924447102,0.8482650348486878,-0.12836134240397756,Global,False
FOODS_3_228_TX_2,1.2041273435538322,0.5912294206987391,0.67355522211175,-0.08232580141301094,Global,False
FOODS_3_228_TX_3,1.2066610817983268,0.6576477596198012,0.7591533277302168,-0.10150556811041567,Global,False
FOODS_3_233_CA_3,4.096013410713371,0.9593071633537016,1.2078070286084959,-0.24849986525479428,Global,False
FOODS_3_234_CA_1,0.9960405574091816,0.5742756641226627,0.5907964001535718,-0.01652073603090909,Global,False
FOODS_3_234_CA_3,0.9353380857132017,0.4938659436183471,0.46824913969343784,0.02561680392490928,TFT,True
FOODS_3_234_TX_1,1.0304786443363958,0.4489140631101457,0.41576340333866657,0.03315065977147913,TFT,True
FOODS_3_234_TX_2,1.1723840534849836,0.92868244096039,0.8545174912058842,0.07416494975450583,TFT,True
FOODS_3_234_TX_3,1.179480816879383,0.7008252116603968,0.7819884062651352,-0.08116319460473842,Global,False
FOODS_3_234_WI_2,1.4804333375144114,2.0080283343630505,0.9810018076896526,1.027026526673398,TFT,True
FOODS_3_234_WI_3,1.0656641771209463,0.7719391302336891,0.5907416041400504,0.1811975260936387,TFT,True
FOODS_3_245_CA_3,3.302397808216876,0.360902431382524,0.37648454281770044,-0.01558211143517646,Global,False
FOODS_3_252_CA_1,1.08302758208072,0.6406670432823802,0.715471443415886,-0.07480440013350576,Global,False
FOODS_3_252_CA_2,1.8083378869854008,1.0188180452084636,1.1470889034199272,-0.12827085821146356,Global,False
